chrom,start,end,strand,name
Chr1,8287563,8293782,-,KH.L61.1.v1.A.SL2-2
Chr1,8287563,8293782,-,KH.L61.1.v6.A.SL2-2
Chr1,8287563,8292406,-,KH.L61.1.v4.B.SL6-2
Chr1,8287563,8292406,-,KH.L61.1.v5.A.SL6-2
Chr1,8287563,8292364,-,KH.L61.1.v4.B.SL4-2
Chr1,8287563,8292364,-,KH.L61.1.v5.A.SL4-2
Chr1,8287563,8292316,-,KH.L61.1.v4.B.SL5-2
Chr1,8287563,8292316,-,KH.L61.1.v5.A.SL5-2
Chr1,8290607,8293847,-,KH.L61.1.v2.A.SL1-1
Chr1,8290607,8293782,-,KH.L61.1.v2.A.SL2-1
Chr1,8290607,8292406,-,KH.L61.1.v3.A.SL6-1
Chr1,8290607,8292364,-,KH.L61.1.v3.A.SL4-1
Chr1,8290607,8292316,-,KH.L61.1.v3.A.SL5-1
Chr1,8294547,8302142,-,KH.L61.14.v1.A.nonSL6-1
Chr1,8294547,8302140,-,KH.L61.14.v1.A.nonSL27-1
Chr1,8294547,8302131,-,KH.L61.14.v1.A.nonSL2-1
Chr1,8294547,8302129,-,KH.L61.14.v1.A.SL16-1
Chr1,8294547,8302126,-,KH.L61.14.v1.A.SL23-1
Chr1,8294547,8302119,-,KH.L61.14.v1.A.nonSL22-1
Chr1,8294547,8302113,-,KH.L61.14.v1.A.nonSL4-1
Chr1,8294547,8302112,-,KH.L61.14.v1.A.SL1-1
Chr1,8294547,8302111,-,KH.L61.14.v1.A.nonSL25-1
Chr1,8294547,8302110,-,KH.L61.14.v1.A.nonSL30-1
Chr1,8294547,8302109,-,KH.L61.14.v1.A.nonSL15-1
Chr1,8294547,8302108,-,KH.L61.14.v1.A.nonSL14-1
Chr1,8294547,8302106,-,KH.L61.14.v1.A.SL3-1
Chr1,8294547,8302106,-,KH.L61.14.v1.A.nonSL3-1
Chr1,8294547,8302105,-,KH.L61.14.v1.A.nonSL24-1
Chr1,8294547,8302102,-,KH.L61.14.v1.A.nonSL5-1
Chr1,8294547,8302101,-,KH.L61.14.v1.A.nonSL12-1
Chr1,8294547,8302099,-,KH.L61.14.v1.A.nonSL10-1
Chr1,8294547,8302098,-,KH.L61.14.v1.A.nonSL19-1
Chr1,8294547,8302097,-,KH.L61.14.v1.A.nonSL17-1
Chr1,8294547,8302095,-,KH.L61.14.v1.A.nonSL13-1
Chr1,8294547,8302094,-,KH.L61.14.v1.A.nonSL28-1
Chr1,8294547,8302093,-,KH.L61.14.v1.A.nonSL7-1
Chr1,8294547,8302087,-,KH.L61.14.v1.A.nonSL21-1
Chr1,8294547,8302083,-,KH.L61.14.v1.A.nonSL18-1
Chr1,8294547,8302082,-,KH.L61.14.v1.A.nonSL20-1
Chr1,8294547,8302081,-,KH.L61.14.v1.A.nonSL26-1
Chr1,8294547,8302080,-,KH.L61.14.v1.A.nonSL29-1
Chr1,8294547,8302079,-,KH.L61.14.v1.A.nonSL9-1
Chr1,8294547,8302077,-,KH.L61.14.v1.A.nonSL11-1
Chr1,8294547,8302075,-,KH.L61.14.v1.A.nonSL8-1
Chr1,8302743,8304017,+,KH.L61.15.v1.A.nonSL4-1
Chr1,8302746,8304017,+,KH.L61.15.v1.A.nonSL6-1
Chr1,8302749,8304017,+,KH.L61.15.v1.A.nonSL7-1
Chr1,8302755,8304017,+,KH.L61.15.v1.A.nonSL5-1
Chr1,8302768,8304017,+,KH.L61.15.v1.A.nonSL2-1
Chr1,8302772,8304017,+,KH.L61.15.v1.A.nonSL3-1
Chr1,8308052,8311380,+,KH.L61.4.v1.B.ND1-1
Chr1,8311961,8314509,-,KH.L61.10.v1.A.ND1-1
Chr1,8315376,8318626,-,KH.L61.12.v1.A.SL1-1
Chr1,8318627,8325183,-,KH.L61.16.v1.C.ND2-1
Chr1,8318627,8323928,-,KH.L61.16.v2.C.SL1-1
Chr1,8325763,8330835,+,KH.L61.9.v1.B.ND1-1
Chr1,8331160,8333643,-,KH.L61.8.v1.A.ND1-1
Chr1,8331160,8333201,-,KH.L61.8.v1.A.SL2-1
Chr1,8331160,8333198,-,KH.L61.8.v1.A.SL3-1
Chr1,8334258,8337797,+,KH.L61.11.v1.A.ND1-1
Chr1,8334267,8337797,+,KH.L61.11.v1.A.nonSL2-1
Chr1,8334322,8337797,+,KH.L61.11.v1.A.SL4-1
Chr1,8334331,8337797,+,KH.L61.11.v1.A.SL3-1
Chr1,8339877,8341582,+,KH.L61.5.v1.A.ND3-1
Chr1,8339938,8341582,+,KH.L61.5.v1.A.nonSL2-1
Chr1,8339948,8341582,+,KH.L61.5.v1.A.SL1-1
Chr1,8342185,8343774,-,KH.L61.13.v1.A.SL1-1
Chr1,8344196,8352195,-,KH.L61.3.v1.A.SL2-1
Chr1,8344196,8352195,-,KH.L61.3.v2.A.SL2-1
Chr1,8344196,8352195,-,KH.L61.3.v3.A.SL2-1
Chr1,8344196,8352182,-,KH.L61.3.v4.A.ND3-1
Chr1,8344196,8352058,-,KH.L61.3.v1.A.SL1-1
Chr1,8344196,8352058,-,KH.L61.3.v2.A.SL1-1
Chr1,8344196,8352058,-,KH.L61.3.v3.A.SL1-1
Chr1,8344196,8352039,-,KH.L61.3.v1.A.nonSL5-1
Chr1,8344196,8352039,-,KH.L61.3.v2.A.nonSL5-1
Chr1,8344196,8352039,-,KH.L61.3.v3.A.nonSL5-1
Chr1,8344196,8351992,-,KH.L61.3.v1.A.SL4-1
Chr1,8344196,8351992,-,KH.L61.3.v2.A.SL4-1
Chr1,8344196,8351992,-,KH.L61.3.v3.A.SL4-1
Chr1,8344196,8348676,-,KH.L61.3.v5.A.SL6-1
Chr1,8359707,8362423,-,KH.L61.17.v1.B.ND1-1
Chr1,8367100,8370704,-,KH.C1.1130.v1.A.SL1-1
Chr1,8369609,8370569,+,KH.C1.1015.v1.A.ND1-1
Chr1,8370705,8372923,-,KH.C1.807.v1.A.SL1-1
Chr1,8372924,8375674,-,KH.C1.386.v1.A.SL1-1
Chr1,8376194,8381392,+,KH.C1.1057.v1.A.SL1-1
Chr1,8382260,8384568,+,KH.C1.427.v1.A.ND1-1
Chr1,8382324,8384568,+,KH.C1.427.v1.A.SL2-1
Chr1,8384578,8391804,-,KH.C1.336.v2.A.ND1-1
Chr1,8384578,8391021,-,KH.C1.336.v1.A.ND2-1
Chr1,8397088,8397575,+,KH.S929.1.v1.A.SL1-1
Chr1,8397142,8397575,+,KH.S929.1.v1.A.SL2-1
Chr1,8403433,8404628,+,KH.C1.281.v1.A.SL2-1
Chr1,8403480,8404628,+,KH.C1.281.v1.A.SL1-1
Chr1,8404629,8405462,+,KH.C1.833.v1.A.SL1-1
Chr1,8405306,8410537,-,KH.C1.439.v2.A.ND2-1
Chr1,8405306,8407613,-,KH.C1.439.v1.A.SL1-1
Chr1,8405306,8407601,-,KH.C1.439.v1.A.SL3-1
Chr1,8412570,8414130,-,KH.C1.372.v1.A.SL2-1
Chr1,8415776,8416158,-,KH.C1.509.v1.A.nonSL4-1
Chr1,8415776,8416156,-,KH.C1.509.v1.A.nonSL5-1
Chr1,8415776,8416132,-,KH.C1.509.v1.A.nonSL3-1
Chr1,8415776,8416128,-,KH.C1.509.v1.A.nonSL2-1
Chr1,8416387,8433381,-,KH.C1.505.v4.A.SL1-2
Chr1,8424907,8426725,-,KH.C1.862.v1.A.SL1-1
Chr1,8427529,8433381,-,KH.C1.505.v2.A.SL1-1
Chr1,8433382,8433981,-,KH.C1.390.v1.A.nonSL2-1
Chr1,8433382,8433958,-,KH.C1.390.v1.A.nonSL3-1
Chr1,8434264,8437730,-,KH.C1.761.v1.A.SL1-1
Chr1,8434264,8437730,-,KH.C1.761.v2.A.SL1-1
Chr1,8439790,8442089,+,KH.C1.1205.v1.A.SL1-1
Chr1,8439846,8442089,+,KH.C1.1205.v1.A.SL2-1
Chr1,8441321,8442069,-,KH.C1.444.v1.A.SL1-1
Chr1,8442070,8442976,-,KH.C1.992.v1.A.ND1-1
Chr1,8442977,8445997,-,KH.C1.741.v1.A.SL1-1
Chr1,8447050,8449428,+,KH.C1.398.v1.A.SL1-1
Chr1,8447259,8449428,+,KH.C1.398.v2.A.SL2-1
Chr1,8455561,8457949,+,KH.C1.569.v1.A.ND2-1
Chr1,8459316,8467899,+,KH.C1.302.v1.A.SL2-1
Chr1,8459320,8467899,+,KH.C1.302.v1.A.SL1-1
Chr1,8469139,8471015,+,KH.C1.848.v1.A.SL1-1
Chr1,8470931,8472058,-,KH.C1.1234.v1.A.SL1-1
Chr1,8470931,8471984,-,KH.C1.1234.v1.A.SL3-1
Chr1,8470931,8471529,-,KH.C1.1234.v2.A.SL2-1
Chr1,8472601,8473951,+,KH.C1.982.v1.A.SL1-1
Chr1,8473391,8478137,-,KH.C1.1133.v1.A.ND1-1
Chr1,8474062,8476193,+,KH.C1.1217.v1.A.ND1-1
Chr1,8474441,8476193,+,KH.C1.1217.v1.A.nonSL2-1
Chr1,8482514,8488620,+,KH.C1.774.v1.A.ND1-1
Chr1,8487883,8492481,-,KH.C1.1008.v2.A.SL2-1
Chr1,8494619,8499347,+,KH.C1.1059.v1.A.ND1-1
Chr1,8499834,8505179,-,KH.C1.1095.v1.A.SL1-1
Chr1,8505180,8505745,-,KH.C1.328.v1.A.SL1-1
Chr1,8505180,8505735,-,KH.C1.328.v1.A.nonSL2-1
Chr1,8505180,8505654,-,KH.C1.328.v1.A.SL3-1
Chr1,8506605,8509248,+,KH.C1.35.v1.A.SL2-1
Chr1,8506620,8509248,+,KH.C1.35.v1.A.SL1-1
Chr1,8509470,8520425,-,KH.C1.7.v1.A.SL3-1
Chr1,8509470,8520412,-,KH.C1.7.v1.A.SL1-1
Chr1,8509470,8520396,-,KH.C1.7.v1.A.SL2-1
Chr1,8522144,8524519,+,KH.C1.37.v1.A.SL2-1
Chr1,8525160,8526235,+,KH.C1.643.v1.A.SL1-1
Chr1,8525271,8526235,+,KH.C1.643.v1.A.SL2-1
Chr1,8525351,8526235,+,KH.C1.643.v1.A.nonSL3-1
Chr1,8526236,8529631,+,KH.C1.756.v1.A.SL1-1
Chr1,8526242,8529631,+,KH.C1.756.v1.A.SL2-1
Chr1,8528876,8529631,+,KH.C1.756.v2.A.SL3-1
Chr1,8544736,8562893,-,KH.C1.931.v1.A.SL1-1
Chr1,8544736,8562328,-,KH.C1.931.v2.A.SL2-1
Chr1,8567131,8568628,+,KH.C1.353.v1.A.nonSL14-1
Chr1,8567134,8568628,+,KH.C1.353.v1.A.nonSL4-1
Chr1,8567135,8568628,+,KH.C1.353.v1.A.nonSL13-1
Chr1,8567145,8568628,+,KH.C1.353.v1.A.nonSL7-1
Chr1,8567147,8568628,+,KH.C1.353.v1.A.nonSL2-1
Chr1,8567148,8568628,+,KH.C1.353.v1.A.nonSL3-1
Chr1,8567150,8568628,+,KH.C1.353.v1.A.nonSL11-1
Chr1,8567153,8568628,+,KH.C1.353.v1.A.nonSL10-1
Chr1,8567160,8568628,+,KH.C1.353.v1.A.nonSL6-1
Chr1,8567161,8568628,+,KH.C1.353.v1.A.nonSL12-1
Chr1,8567162,8568628,+,KH.C1.353.v1.A.nonSL9-1
Chr1,8567164,8568628,+,KH.C1.353.v1.A.nonSL8-1
Chr1,8567171,8568628,+,KH.C1.353.v1.A.SL5-1
Chr1,8568157,8575556,-,KH.C1.652.v1.A.ND2-1
Chr1,8568157,8569997,-,KH.C1.652.v2.A.SL1-1
Chr1,8580103,8585897,+,KH.C1.686.v1.A.ND1-1
Chr1,8598375,8605406,+,KH.C1.274.v1.A.SL1-1
Chr1,8606200,8613539,-,KH.C1.707.v1.A.SL1-1
Chr1,8615167,8616054,-,KH.C1.3.v2.A.ND2-1
Chr1,8615167,8616053,-,KH.C1.3.v1.A.ND3-1
Chr1,8615167,8615911,-,KH.C1.3.v1.A.SL1-1
Chr1,8615167,8615911,-,KH.C1.3.v2.A.SL1-1
Chr1,8615167,8615905,-,KH.C1.3.v1.A.nonSL4-1
Chr1,8615167,8615905,-,KH.C1.3.v2.A.nonSL4-1
Chr1,8634916,8640278,+,KH.C1.102.v2.A.SL7-1
Chr1,8635048,8640278,+,KH.C1.102.v2.A.nonSL5-1
Chr1,8635061,8640278,+,KH.C1.102.v2.A.nonSL6-1
Chr1,8635897,8640278,+,KH.C1.102.v3.A.ND3-1
Chr1,8636874,8640278,+,KH.C1.102.v1.A.ND2-1
Chr1,8636912,8640278,+,KH.C1.102.v1.A.SL4-1
Chr1,8640514,8647635,-,KH.C1.711.v1.A.SL1-1
Chr1,8640514,8647610,-,KH.C1.711.v1.A.SL2-1
Chr1,8644809,8645709,+,KH.C1.1264.v1.A.ND1-1
Chr1,8648862,8651939,+,KH.C1.1184.v1.A.ND1-1
Chr1,8648863,8651939,+,KH.C1.1184.v1.A.nonSL3-1
Chr1,8648867,8651939,+,KH.C1.1184.v1.A.SL2-1
Chr1,8648870,8651939,+,KH.C1.1184.v1.A.nonSL9-1
Chr1,8648877,8651939,+,KH.C1.1184.v1.A.nonSL7-1
Chr1,8648878,8651939,+,KH.C1.1184.v1.A.nonSL4-1
Chr1,8648879,8651939,+,KH.C1.1184.v1.A.nonSL5-1
Chr1,8648880,8651939,+,KH.C1.1184.v1.A.nonSL10-1
Chr1,8648882,8651939,+,KH.C1.1184.v1.A.nonSL6-1
Chr1,8648889,8651939,+,KH.C1.1184.v1.A.nonSL8-1
Chr1,8651940,8656152,+,KH.C1.1058.v1.A.SL1-1
Chr1,8656153,8658773,+,KH.C1.1110.v1.A.SL1-1
Chr1,8656162,8658773,+,KH.C1.1110.v1.A.SL2-1
Chr1,8658047,8661703,-,KH.C1.125.v1.A.SL1-1
Chr1,8658047,8661593,-,KH.C1.125.v1.A.nonSL3-1
Chr1,8658047,8661561,-,KH.C1.125.v1.A.nonSL2-1
Chr1,8663219,8665049,-,KH.C1.295.v1.A.SL1-1
Chr1,8663219,8665035,-,KH.C1.295.v1.A.SL3-1
Chr1,8663219,8665021,-,KH.C1.295.v1.A.SL2-1
Chr1,8665568,8671685,-,KH.C1.316.v1.A.nonSL2-1
Chr1,8665568,8666530,-,KH.C1.316.v2.A.SL3-1
Chr1,8674467,8681898,+,KH.C1.175.v2.A.SL2-1
Chr1,8674467,8678066,+,KH.C1.175.v1.A.SL2-2
Chr1,8680384,8681898,+,KH.C1.175.v3.A.SL1-1
Chr1,8681986,8685116,-,KH.C1.638.v1.A.ND1-1
Chr1,8681986,8685115,-,KH.C1.638.v1.A.nonSL6-1
Chr1,8681986,8685077,-,KH.C1.638.v1.A.nonSL3-1
Chr1,8681986,8685014,-,KH.C1.638.v1.A.nonSL2-1
Chr1,8681986,8684992,-,KH.C1.638.v1.A.SL5-1
Chr1,8681986,8684982,-,KH.C1.638.v1.A.nonSL4-1
Chr1,8681986,8684970,-,KH.C1.638.v1.A.nonSL8-1
Chr1,8681986,8684942,-,KH.C1.638.v1.A.nonSL7-1
Chr1,8685271,8692480,-,KH.C1.467.v1.A.SL1-1
Chr1,8694515,8696430,+,KH.C1.53.v1.A.nonSL4-1
Chr1,8694515,8696430,+,KH.C1.53.v2.A.nonSL4-1
Chr1,8694542,8696430,+,KH.C1.53.v1.A.nonSL1-1
Chr1,8694542,8696430,+,KH.C1.53.v2.A.nonSL1-1
Chr1,8694591,8696430,+,KH.C1.53.v1.A.SL5-1
Chr1,8694591,8696430,+,KH.C1.53.v2.A.SL5-1
Chr1,8694631,8696430,+,KH.C1.53.v1.A.SL6-1
Chr1,8694631,8696430,+,KH.C1.53.v2.A.SL6-1
Chr1,8694644,8696430,+,KH.C1.53.v1.A.SL2-1
Chr1,8694644,8696430,+,KH.C1.53.v2.A.SL2-1
Chr1,8694931,8696430,+,KH.C1.53.v3.A.SL3-1
Chr1,8699013,8699554,+,KH.C1.342.v1.A.ND1-1
Chr1,8699153,8699554,+,KH.C1.342.v1.A.nonSL3-1
Chr1,8699154,8699554,+,KH.C1.342.v1.A.nonSL4-1
Chr1,8699199,8699554,+,KH.C1.342.v1.A.nonSL2-1
Chr1,8700377,8703439,-,KH.C1.1265.v1.A.SL1-1
Chr1,8704333,8717972,+,KH.C1.447.v2.A.SL1-1
Chr1,8706137,8717972,+,KH.C1.447.v3.A.SL2-1
Chr1,8717805,8728827,-,KH.C1.244.v1.A.SL3-1
Chr1,8717805,8728818,-,KH.C1.244.v1.A.SL6-1
Chr1,8717805,8728809,-,KH.C1.244.v1.A.nonSL5-1
Chr1,8717805,8728796,-,KH.C1.244.v1.A.SL1-1
Chr1,8717805,8728774,-,KH.C1.244.v1.A.SL2-1
Chr1,8717805,8728771,-,KH.C1.244.v1.A.SL4-1
Chr1,8731328,8732877,+,KH.C1.24.v1.A.ND2-1
Chr1,8731442,8732877,+,KH.C1.24.v1.A.SL1-1
Chr1,8731462,8732877,+,KH.C1.24.v1.A.SL3-1
Chr1,8731485,8732877,+,KH.C1.24.v1.A.SL4-1
Chr1,8731544,8732877,+,KH.C1.24.v1.A.nonSL5-1
Chr1,8736801,8749642,+,KH.S655.2.v2.B.ND2-1
Chr1,8736852,8749642,+,KH.S655.2.v2.B.SL3-1
Chr1,8739719,8749642,+,KH.S655.2.v1.A.ND1-1
Chr1,8749811,8750949,-,KH.S2542.1.v1.A.ND1-1
Chr1,8750147,8751363,+,KH.S655.1.v2.A.ND1-1
Chr1,8750609,8751339,+,KH.S2542.2.v1.A.SL1-1
Chr1,8754793,8755914,-,KH.S655.3.v1.A.ND1-1
Chr1,8768229,8768794,-,KH.S655.4.v1.A.ND1-1
Chr1,8774477,8775007,-,KH.C1.365.v1.A.nonSL1-1
Chr1,8774477,8775004,-,KH.C1.365.v1.A.nonSL2-1
Chr1,8774477,8775003,-,KH.C1.365.v1.A.nonSL3-1
Chr1,8782847,8784018,-,KH.S1219.1.v1.A.SL1-1
Chr1,8782847,8783615,-,KH.S1219.1.v1.A.SL2-1
Chr1,8801985,8817254,+,KH.C1.409.v2.A.ND2-1
Chr1,8803024,8817254,+,KH.C1.409.v1.A.SL1-1
Chr1,8803071,8817254,+,KH.C1.409.v1.A.SL3-1
Chr1,8803129,8817254,+,KH.C1.409.v1.A.SL4-1
Chr1,8817255,8832839,-,KH.C1.1280.v1.A.SL2-1
Chr1,8833942,8841683,-,KH.C1.200.v2.A.SL1-1
Chr1,8833942,8841633,-,KH.C1.200.v2.A.SL3-1
Chr1,8850859,8852660,+,KH.C1.1244.v1.A.SL1-1
Chr1,8853621,8853973,-,KH.C1.506.v1.A.ND1-1
Chr1,8854151,8855673,+,KH.C1.1232.v1.A.ND1-1
Chr1,8855683,8857444,+,KH.C1.675.v1.A.SL1-1
Chr1,8856971,8860084,-,KH.C1.1236.v1.A.SL2-1
Chr1,8856971,8860070,-,KH.C1.1236.v1.A.SL1-1
Chr1,8860077,8862649,-,KH.C1.12.v2.A.nonSL3-1
Chr1,8860077,8862630,-,KH.C1.12.v2.A.nonSL4-1
Chr1,8862705,8864778,+,KH.C1.362.v1.A.nonSL4-1
Chr1,8862919,8864778,+,KH.C1.362.v1.A.nonSL3-1
Chr1,8862933,8864778,+,KH.C1.362.v1.A.nonSL2-1
Chr1,8862939,8864778,+,KH.C1.362.v1.A.nonSL7-1
Chr1,8862943,8864778,+,KH.C1.362.v1.A.nonSL6-1
Chr1,8862996,8864778,+,KH.C1.362.v1.A.SL5-1
Chr1,8863321,8864344,-,KH.C1.194.v1.A.SL1-1
Chr1,8863321,8864285,-,KH.C1.194.v1.A.nonSL3-1
Chr1,8863321,8864067,-,KH.C1.194.v1.A.SL2-1
Chr1,8865067,8880194,+,KH.C1.339.v1.A.SL1-1
Chr1,8881668,8885736,+,KH.C1.685.v1.A.ND1-1
Chr1,8888051,8891369,+,KH.C1.1076.v1.A.SL2-1
Chr1,8888064,8891369,+,KH.C1.1076.v1.A.SL1-1
Chr1,8888068,8891369,+,KH.C1.1076.v1.A.SL3-1
Chr1,8890166,8890568,-,KH.C1.34.v1.A.ND1-1
Chr1,8891370,8900805,+,KH.C1.179.v1.A.SL1-1
Chr1,8893867,8898248,+,KH.S1821.1.v1.B.ND1-1
Chr1,8900812,8907651,-,KH.C1.380.v1.A.nonSL4-1
Chr1,8900812,8907643,-,KH.C1.380.v1.A.nonSL3-1
Chr1,8900812,8902245,-,KH.C1.380.v2.A.SL2-1
Chr1,8909393,8911364,+,KH.C1.808.v1.A.ND1-1
Chr1,8909618,8911508,+,KH.C1.808.v2.A.ND2-2
Chr1,8914232,8921674,-,KH.C1.731.v1.A.SL1-1
Chr1,8925627,8941127,+,KH.C1.54.v1.A.SL1-1
Chr1,8926802,8927540,-,KH.C1.418.v1.A.ND1-1
Chr1,8933369,8933648,-,KH.C1.154.v1.A.ND1-1
Chr1,8940350,8950655,-,KH.C1.13.v1.A.SL1-2
Chr1,8941030,8950655,-,KH.C1.13.v2.A.SL1-1
Chr1,8945835,8950641,-,KH.C1.1060.v1.A.ND1-1
Chr1,8952051,8960738,-,KH.C1.651.v1.A.ND1-1
Chr1,8961168,8967076,-,KH.C1.571.v1.A.SL4-1
Chr1,8961168,8967035,-,KH.C1.571.v1.A.SL1-1
Chr1,8961168,8966921,-,KH.C1.571.v1.A.SL3-1
Chr1,8961168,8966897,-,KH.C1.571.v1.A.SL2-1
Chr1,8961168,8966362,-,KH.C1.571.v2.A.SL5-1
Chr1,8967751,8969103,-,KH.C1.794.v1.A.ND1-1
Chr1,8967751,8968138,-,KH.C1.794.v2.A.SL2-1
Chr1,8974021,8979191,-,KH.C1.319.v1.A.ND1-1
Chr1,8980051,9009367,-,KH.C1.1211.v1.A.ND1-1
Chr1,9023462,9023892,+,KH.C1.271.v1.A.ND1-1
Chr1,9028111,9039349,-,KH.C1.1129.v1.A.SL1-1
Chr1,9028111,9039323,-,KH.C1.1129.v1.A.SL2-1
Chr1,9039350,9040316,-,KH.C1.775.v1.A.SL1-1
Chr1,9039350,9040275,-,KH.C1.775.v1.A.SL3-1
Chr1,9039350,9040258,-,KH.C1.775.v1.A.SL4-1
Chr1,9039350,9040255,-,KH.C1.775.v1.A.SL2-1
Chr1,9040822,9042790,-,KH.C1.586.v1.A.nonSL2-1
Chr1,9040822,9042787,-,KH.C1.586.v1.A.nonSL3-1
Chr1,9049224,9051901,+,KH.C1.499.v1.A.SL2-1
Chr1,9049224,9051901,+,KH.C1.499.v3.A.SL2-1
Chr1,9049224,9050562,+,KH.C1.499.v2.A.SL2-2
Chr1,9049279,9051901,+,KH.C1.499.v1.A.SL1-1
Chr1,9049279,9051901,+,KH.C1.499.v3.A.SL1-1
Chr1,9049279,9050562,+,KH.C1.499.v2.A.SL1-2
Chr1,9061003,9066111,+,KH.C1.829.v1.A.ND1-1
Chr1,9063605,9064917,-,KH.C1.946.v1.A.ND1-1
Chr1,9063726,9066111,+,KH.C1.829.v2.A.SL2-1
Chr1,9066429,9068922,+,KH.C1.229.v1.A.ND1-1
Chr1,9066469,9068922,+,KH.C1.229.v1.A.nonSL2-1
Chr1,9069519,9099352,-,KH.C1.330.v2.A.SL1-1
Chr1,9069519,9099352,-,KH.C1.330.v4.A.SL1-1
Chr1,9090381,9099352,-,KH.C1.330.v3.A.SL1-3
Chr1,9092097,9093129,+,KH.C1.784.v1.A.ND1-1
Chr1,9095197,9099352,-,KH.C1.330.v1.A.SL1-2
Chr1,9099353,9102896,-,KH.C1.407.v1.A.SL1-1
Chr1,9102897,9106362,-,KH.C1.904.v1.A.SL1-1
Chr1,9102897,9106354,-,KH.C1.904.v1.A.SL2-1
Chr1,9115360,9120507,+,KH.C1.76.v1.B.ND1-1
Chr1,9121003,9125072,+,KH.C1.926.v1.A.nonSL2-1
Chr1,9125428,9127828,+,KH.C1.1063.v1.A.SL1-1
Chr1,9149193,9150123,-,KH.C1.210.v1.A.ND1-1
Chr1,9150339,9159304,-,KH.C1.31.v1.A.SL2-1
Chr1,9168241,9175816,+,KH.C1.428.v1.A.SL1-1
Chr1,9178001,9189482,-,KH.C1.1231.v1.A.SL1-1
Chr1,9189483,9193465,-,KH.C1.491.v1.A.SL1-1
Chr1,9189483,9192102,-,KH.C1.491.v1.A.nonSL2-1
Chr1,9193466,9194839,-,KH.C1.385.v1.A.SL1-1
Chr1,9194840,9199254,-,KH.C1.209.v1.A.SL2-1
Chr1,9194840,9199246,-,KH.C1.209.v1.A.SL1-1
Chr1,9200243,9203655,-,KH.C1.694.v1.A.ND1-1
Chr1,9206408,9208367,-,KH.C1.364.v1.A.SL1-1
Chr1,9208368,9211193,-,KH.C1.978.v1.A.SL2-1
Chr1,9208368,9211177,-,KH.C1.978.v1.A.SL1-1
Chr1,9208368,9211163,-,KH.C1.978.v1.A.SL3-1
Chr1,9208368,9211152,-,KH.C1.978.v1.A.SL4-1
Chr1,9212315,9213819,-,KH.C1.932.v1.A.SL1-1
Chr1,9212315,9213535,-,KH.C1.932.v3.A.SL3-1
Chr1,9212315,9212985,-,KH.C1.932.v2.A.SL2-1
Chr1,9213820,9216666,-,KH.C1.1172.v1.A.SL1-1
Chr1,9219567,9224761,+,KH.C1.212.v1.A.SL2-1
Chr1,9219612,9224761,+,KH.C1.212.v1.A.SL1-1
Chr1,9224878,9245187,-,KH.C1.279.v3.A.SL1-2
Chr1,9224878,9237139,-,KH.C1.279.v2.A.SL2-2
Chr1,9224878,9237128,-,KH.C1.279.v2.A.SL3-2
Chr1,9224878,9225592,-,KH.C1.279.v5.A.SL4-2
Chr1,9225759,9245187,-,KH.C1.279.v4.A.SL1-1
Chr1,9225759,9237139,-,KH.C1.279.v1.A.SL2-1
Chr1,9225759,9237128,-,KH.C1.279.v1.A.SL3-1
Chr1,9250147,9258111,-,KH.C1.1178.v1.A.ND1-1
Chr1,9258511,9271277,+,KH.C1.413.v1.A.SL2-1
Chr1,9258511,9271277,+,KH.C1.413.v2.A.SL2-1
Chr1,9258555,9271277,+,KH.C1.413.v1.A.SL4-1
Chr1,9258555,9271277,+,KH.C1.413.v2.A.SL4-1
Chr1,9258565,9271277,+,KH.C1.413.v1.A.SL3-1
Chr1,9258565,9271277,+,KH.C1.413.v2.A.SL3-1
Chr1,9258666,9271277,+,KH.C1.413.v1.A.SL1-1
Chr1,9258666,9271277,+,KH.C1.413.v2.A.SL1-1
Chr1,9271855,9274249,-,KH.C1.480.v1.A.SL2-1
Chr1,9275358,9293543,-,KH.C1.822.v2.A.SL2-1
Chr1,9275358,9284067,-,KH.C1.822.v1.A.SL1-1
Chr1,9284459,9285557,+,KH.C1.197.v1.A.ND1-1
Chr1,9299988,9302592,+,KH.C1.721.v1.A.ND2-1
Chr1,9300061,9302592,+,KH.C1.721.v1.A.SL5-1
Chr1,9300139,9302592,+,KH.C1.721.v1.A.SL3-1
Chr1,9300361,9302592,+,KH.C1.721.v1.A.nonSL4-1
Chr1,9300416,9302498,-,KH.C1.762.v1.A.SL1-1
Chr1,9300416,9302478,-,KH.C1.762.v1.A.SL2-1
Chr1,9300416,9302441,-,KH.C1.762.v1.A.SL4-1
Chr1,9300416,9302436,-,KH.C1.762.v1.A.SL3-1
Chr1,9301283,9302592,+,KH.C1.721.v2.A.nonSL1-1
Chr1,9302499,9303606,-,KH.C1.1031.v1.A.ND2-1
Chr1,9302499,9303599,-,KH.C1.1031.v1.A.nonSL4-1
Chr1,9302499,9303595,-,KH.C1.1031.v1.A.nonSL10-1
Chr1,9302499,9303590,-,KH.C1.1031.v1.A.nonSL15-1
Chr1,9302499,9303588,-,KH.C1.1031.v1.A.nonSL8-1
Chr1,9302499,9303584,-,KH.C1.1031.v1.A.nonSL7-1
Chr1,9302499,9303578,-,KH.C1.1031.v1.A.nonSL3-1
Chr1,9302499,9303577,-,KH.C1.1031.v1.A.nonSL5-1
Chr1,9302499,9303569,-,KH.C1.1031.v1.A.nonSL11-1
