chrom,start,end,strand,name
Chr3,10861247,10863097,-,KY21.Chr3.1648.v2.nonSL11-1
Chr3,10861247,10863096,-,KY21.Chr3.1648.v1.nonSL18-1
Chr3,10861247,10863096,-,KY21.Chr3.1648.v2.nonSL18-1
Chr3,10861247,10863087,-,KY21.Chr3.1648.v1.nonSL8-1
Chr3,10861247,10863080,-,KY21.Chr3.1648.v1.nonSL4-1
Chr3,10861247,10863070,-,KY21.Chr3.1648.v1.nonSL9-1
Chr3,10861247,10863039,-,KY21.Chr3.1648.v1.nonSL10-1
Chr3,10863406,10876497,+,KY21.Chr3.1649.v2.ND2-1
Chr3,10867060,10876497,+,KY21.Chr3.1649.v1.SL1-1
Chr3,10878280,10890896,+,KY21.Chr3.1650.v1.ND1-1
Chr3,10896623,10902465,+,KY21.Chr3.1651.v1.ND1-1
Chr3,10907445,10912189,+,KY21.Chr3.1652.v1.ND1-1
Chr3,10913710,10918466,+,KY21.Chr3.1653.v1.nonSL1-1
Chr3,10913727,10918466,+,KY21.Chr3.1653.v1.nonSL2-1
Chr3,10920054,10924282,+,KY21.Chr3.1654.v1.ND1-1
Chr3,10920054,10924271,+,KY21.Chr3.1654.v1.ND1-2
Chr3,10926761,10931970,+,KY21.Chr3.1655.v2.ND2-1
Chr3,10927899,10931970,+,KY21.Chr3.1655.v1.ND1-1
Chr3,10932847,10934988,+,KY21.Chr3.1656.v1.SL1-1
Chr3,10935117,10937185,-,KY21.Chr3.1657.v1.SL2-1
Chr3,10935117,10937158,-,KY21.Chr3.1657.v1.SL1-1
Chr3,10935117,10937156,-,KY21.Chr3.1657.v1.nonSL7-1
Chr3,10935117,10937152,-,KY21.Chr3.1657.v1.nonSL12-1
Chr3,10935117,10937151,-,KY21.Chr3.1657.v1.nonSL11-1
Chr3,10935117,10937150,-,KY21.Chr3.1657.v1.nonSL9-1
Chr3,10935117,10937149,-,KY21.Chr3.1657.v1.nonSL13-1
Chr3,10935117,10937145,-,KY21.Chr3.1657.v1.nonSL8-1
Chr3,10935117,10937144,-,KY21.Chr3.1657.v1.nonSL4-1
Chr3,10935117,10937142,-,KY21.Chr3.1657.v1.nonSL5-1
Chr3,10935117,10937141,-,KY21.Chr3.1657.v1.nonSL10-1
Chr3,10935117,10937138,-,KY21.Chr3.1657.v1.nonSL6-1
Chr3,10935117,10937136,-,KY21.Chr3.1657.v1.nonSL3-1
Chr3,10937186,10938357,-,KY21.Chr3.1658.v1.nonSL2-1
Chr3,10937186,10938353,-,KY21.Chr3.1658.v1.SL1-1
Chr3,10938408,10939307,-,KY21.Chr3.1659.v1.SL1-1
Chr3,10939966,10943038,+,KY21.Chr3.1660.v1.nonSL2-1
Chr3,10939967,10943038,+,KY21.Chr3.1660.v1.nonSL1-1
Chr3,10939975,10943038,+,KY21.Chr3.1660.v1.nonSL3-1
Chr3,10943298,10949961,-,KY21.Chr3.1661.v1.SL2-1
Chr3,10943298,10949944,-,KY21.Chr3.1661.v1.SL1-1
Chr3,10943298,10949941,-,KY21.Chr3.1661.v1.SL3-1
Chr3,10951660,10956864,+,KY21.Chr3.1662.v1.ND1-1
Chr3,10956895,10998979,+,KY21.Chr3.1663.v1.nonSL2-1
Chr3,10956899,10998979,+,KY21.Chr3.1663.v1.SL1-1
Chr3,10956908,10998979,+,KY21.Chr3.1663.v1.nonSL3-1
Chr3,10987651,10989971,-,KY21.Chr3.1664.v2.nonSL4-1
Chr3,10987651,10989933,-,KY21.Chr3.1664.v2.nonSL3-1
Chr3,10987651,10989932,-,KY21.Chr3.1664.v2.nonSL5-1
Chr3,10987651,10989931,-,KY21.Chr3.1664.v2.nonSL2-1
Chr3,10987651,10989207,-,KY21.Chr3.1664.v1.ND1-1
Chr3,11000588,11004359,+,KY21.Chr3.1665.v1.ND1-1
Chr3,11004431,11004719,+,KY21.Chr3.1666.v1.ND1-1
Chr3,11005143,11008109,-,KY21.Chr3.1667.v1.ND1-1
Chr3,11005143,11008045,-,KY21.Chr3.1667.v2.nonSL3-1
Chr3,11005143,11008036,-,KY21.Chr3.1667.v2.nonSL2-1
Chr3,11007460,11008459,+,KY21.Chr3.1668.v1.SL1-1
Chr3,11008460,11013287,+,KY21.Chr3.1669.v1.SL1-1
Chr3,11013536,11014657,+,KY21.Chr3.1670.v1.ND1-1
Chr3,11017278,11019455,+,KY21.Chr3.1671.v1.SL1-1
Chr3,11017280,11019455,+,KY21.Chr3.1671.v1.SL2-1
Chr3,11022428,11024931,+,KY21.Chr3.1672.v2.ND2-1
Chr3,11022948,11024931,+,KY21.Chr3.1672.v1.ND1-1
Chr3,11030721,11032590,+,KY21.Chr3.1673.v1.ND1-1
Chr3,11034992,11036225,+,KY21.Chr3.1674.v1.SL1-1
Chr3,11038072,11039101,+,KY21.Chr3.1675.v1.nonSL5-1
Chr3,11038108,11039101,+,KY21.Chr3.1675.v1.nonSL13-1
Chr3,11038132,11039101,+,KY21.Chr3.1675.v1.nonSL11-1
Chr3,11038134,11039101,+,KY21.Chr3.1675.v1.nonSL12-1
Chr3,11038136,11039101,+,KY21.Chr3.1675.v1.nonSL10-1
Chr3,11038138,11039101,+,KY21.Chr3.1675.v1.nonSL9-1
Chr3,11038140,11039101,+,KY21.Chr3.1675.v1.nonSL7-1
Chr3,11038144,11039101,+,KY21.Chr3.1675.v1.nonSL4-1
Chr3,11038154,11039101,+,KY21.Chr3.1675.v1.SL1-1
Chr3,11038159,11039101,+,KY21.Chr3.1675.v1.nonSL2-1
Chr3,11038162,11039101,+,KY21.Chr3.1675.v1.nonSL8-1
Chr3,11038173,11039101,+,KY21.Chr3.1675.v1.nonSL6-1
Chr3,11038179,11039101,+,KY21.Chr3.1675.v1.nonSL3-1
Chr3,11039572,11051334,+,KY21.Chr3.1676.v1.SL1-1
Chr3,11039572,11049847,+,KY21.Chr3.1676.v2.SL1-2
Chr3,11039577,11051334,+,KY21.Chr3.1676.v1.nonSL4-1
Chr3,11039577,11049847,+,KY21.Chr3.1676.v2.nonSL4-2
Chr3,11039590,11051334,+,KY21.Chr3.1676.v1.nonSL6-1
Chr3,11039590,11049847,+,KY21.Chr3.1676.v2.nonSL6-2
Chr3,11039595,11051334,+,KY21.Chr3.1676.v1.nonSL3-1
Chr3,11039595,11049847,+,KY21.Chr3.1676.v2.nonSL3-2
Chr3,11039599,11051334,+,KY21.Chr3.1676.v1.nonSL2-1
Chr3,11039599,11049847,+,KY21.Chr3.1676.v2.nonSL2-2
Chr3,11039614,11051334,+,KY21.Chr3.1676.v1.nonSL5-1
Chr3,11039614,11049847,+,KY21.Chr3.1676.v2.nonSL5-2
Chr3,11039626,11051334,+,KY21.Chr3.1676.v1.nonSL7-1
Chr3,11039626,11049847,+,KY21.Chr3.1676.v2.nonSL7-2
Chr3,11039631,11051334,+,KY21.Chr3.1676.v1.nonSL8-1
Chr3,11039631,11049847,+,KY21.Chr3.1676.v2.nonSL8-2
Chr3,11051608,11056691,+,KY21.Chr3.1677.v1.ND1-1
Chr3,11056731,11057624,-,KY21.Chr3.1678.v1.ND1-1
Chr3,11058164,11098145,+,KY21.Chr3.1679.v1.ND1-1
Chr3,11098569,11101940,-,KY21.Chr3.1680.v1.SL1-1
Chr3,11103906,11104421,+,KY21.Chr3.1681.v1.SL1-1
Chr3,11108631,11112249,+,KY21.Chr3.1682.v1.ND1-1
Chr3,11112903,11122644,+,KY21.Chr3.1683.v1.SL1-1
Chr3,11116315,11117296,-,KY21.Chr3.1684.v1.ND1-1
Chr3,11126181,11128049,-,KY21.Chr3.1685.v1.nonSL5-1
Chr3,11126181,11128030,-,KY21.Chr3.1685.v1.nonSL3-1
Chr3,11126181,11128013,-,KY21.Chr3.1685.v1.nonSL2-1
Chr3,11126181,11127990,-,KY21.Chr3.1685.v1.nonSL1-1
Chr3,11126181,11127978,-,KY21.Chr3.1685.v1.nonSL4-1
Chr3,11128799,11130512,+,KY21.Chr3.1686.v1.nonSL3-1
Chr3,11128864,11130512,+,KY21.Chr3.1686.v1.nonSL2-1
Chr3,11128869,11130512,+,KY21.Chr3.1686.v1.nonSL1-1
Chr3,11130513,11134891,+,KY21.Chr3.1687.v1.SL1-1
Chr3,11136342,11137663,-,KY21.Chr3.1688.v1.ND1-1
Chr3,11137792,11138099,-,KY21.Chr3.1689.v1.ND1-1
Chr3,11138735,11143702,-,KY21.Chr3.1690.v1.ND1-1
Chr3,11145466,11147970,-,KY21.Chr3.1691.v1.nonSL3-1
Chr3,11145466,11147959,-,KY21.Chr3.1691.v1.nonSL2-1
Chr3,11145466,11147880,-,KY21.Chr3.1691.v1.SL1-1
Chr3,11148191,11150478,+,KY21.Chr3.1692.v3.ND11-1
Chr3,11148575,11150478,+,KY21.Chr3.1692.v2.nonSL10-1
Chr3,11148584,11150478,+,KY21.Chr3.1692.v2.nonSL8-1
Chr3,11148605,11150478,+,KY21.Chr3.1692.v2.nonSL9-1
Chr3,11148654,11150478,+,KY21.Chr3.1692.v2.SL7-1
Chr3,11149052,11150478,+,KY21.Chr3.1692.v1.SL1-1
Chr3,11149055,11150478,+,KY21.Chr3.1692.v1.nonSL3-1
Chr3,11149062,11150478,+,KY21.Chr3.1692.v1.nonSL5-1
Chr3,11149071,11150478,+,KY21.Chr3.1692.v1.nonSL4-1
Chr3,11149074,11150478,+,KY21.Chr3.1692.v1.nonSL6-1
Chr3,11149076,11150478,+,KY21.Chr3.1692.v1.nonSL2-1
Chr3,11150479,11153913,+,KY21.Chr3.1693.v1.SL1-1
Chr3,11154038,11158926,+,KY21.Chr3.1694.v1.nonSL3-1
Chr3,11154084,11158926,+,KY21.Chr3.1694.v1.nonSL2-1
Chr3,11154099,11158926,+,KY21.Chr3.1694.v1.nonSL1-1
Chr3,11158625,11163111,-,KY21.Chr3.1695.v1.ND1-1
Chr3,11158625,11163111,-,KY21.Chr3.1695.v2.ND1-1
Chr3,11163476,11172322,-,KY21.Chr3.1696.v1.ND1-1
Chr3,11167395,11167889,+,KY21.Chr3.1697.v1.ND1-1
Chr3,11175628,11177687,-,KY21.Chr3.1698.v2.ND2-1
Chr3,11175628,11177592,-,KY21.Chr3.1698.v2.SL4-1
Chr3,11175628,11177573,-,KY21.Chr3.1698.v2.nonSL5-1
Chr3,11175628,11177543,-,KY21.Chr3.1698.v2.SL3-1
Chr3,11175628,11177350,-,KY21.Chr3.1698.v1.SL1-1
Chr3,11178666,11181045,+,KY21.Chr3.1699.v1.SL1-1
Chr3,11178692,11181045,+,KY21.Chr3.1699.v1.nonSL2-1
Chr3,11181074,11181986,+,KY21.Chr3.1700.v1.nonSL3-2
Chr3,11181074,11181957,+,KY21.Chr3.1700.v1.nonSL3-1
Chr3,11181087,11181986,+,KY21.Chr3.1700.v1.nonSL5-2
Chr3,11181087,11181957,+,KY21.Chr3.1700.v1.nonSL5-1
Chr3,11181088,11181986,+,KY21.Chr3.1700.v1.nonSL14-2
Chr3,11181088,11181957,+,KY21.Chr3.1700.v1.nonSL14-1
Chr3,11181101,11181986,+,KY21.Chr3.1700.v1.nonSL12-2
Chr3,11181101,11181957,+,KY21.Chr3.1700.v1.nonSL12-1
Chr3,11181103,11181986,+,KY21.Chr3.1700.v1.nonSL10-2
Chr3,11181103,11181957,+,KY21.Chr3.1700.v1.nonSL10-1
Chr3,11181104,11181986,+,KY21.Chr3.1700.v1.nonSL15-2
Chr3,11181104,11181957,+,KY21.Chr3.1700.v1.nonSL15-1
Chr3,11181106,11181986,+,KY21.Chr3.1700.v1.nonSL9-2
Chr3,11181106,11181957,+,KY21.Chr3.1700.v1.nonSL9-1
Chr3,11181107,11181986,+,KY21.Chr3.1700.v1.nonSL17-2
Chr3,11181107,11181957,+,KY21.Chr3.1700.v1.nonSL17-1
Chr3,11181109,11181986,+,KY21.Chr3.1700.v1.nonSL4-2
Chr3,11181109,11181957,+,KY21.Chr3.1700.v1.nonSL4-1
Chr3,11181115,11181986,+,KY21.Chr3.1700.v1.nonSL11-2
Chr3,11181115,11181957,+,KY21.Chr3.1700.v1.nonSL11-1
Chr3,11181117,11181986,+,KY21.Chr3.1700.v1.nonSL18-2
Chr3,11181117,11181957,+,KY21.Chr3.1700.v1.nonSL18-1
Chr3,11181121,11181986,+,KY21.Chr3.1700.v1.nonSL7-2
Chr3,11181121,11181957,+,KY21.Chr3.1700.v1.nonSL7-1
Chr3,11181123,11181986,+,KY21.Chr3.1700.v1.nonSL1-2
Chr3,11181123,11181957,+,KY21.Chr3.1700.v1.nonSL1-1
Chr3,11181125,11181986,+,KY21.Chr3.1700.v1.nonSL13-2
Chr3,11181125,11181957,+,KY21.Chr3.1700.v1.nonSL13-1
Chr3,11181126,11181986,+,KY21.Chr3.1700.v1.nonSL2-2
Chr3,11181126,11181957,+,KY21.Chr3.1700.v1.nonSL2-1
Chr3,11181130,11181986,+,KY21.Chr3.1700.v1.nonSL6-2
Chr3,11181130,11181957,+,KY21.Chr3.1700.v1.nonSL6-1
Chr3,11181131,11181986,+,KY21.Chr3.1700.v1.nonSL16-2
Chr3,11181131,11181957,+,KY21.Chr3.1700.v1.nonSL16-1
Chr3,11181132,11181986,+,KY21.Chr3.1700.v1.nonSL8-2
Chr3,11181132,11181957,+,KY21.Chr3.1700.v1.nonSL8-1
Chr3,11181958,11182763,+,KY21.Chr3.1701.v1.SL2-1
Chr3,11181987,11182763,+,KY21.Chr3.1701.v1.SL1-1
Chr3,11182764,11185847,+,KY21.Chr3.1702.v1.SL2-2
Chr3,11182764,11185514,+,KY21.Chr3.1702.v1.SL2-1
Chr3,11182765,11185847,+,KY21.Chr3.1702.v1.nonSL3-2
Chr3,11182765,11185514,+,KY21.Chr3.1702.v1.nonSL3-1
Chr3,11182766,11185847,+,KY21.Chr3.1702.v1.SL1-2
Chr3,11182766,11185514,+,KY21.Chr3.1702.v1.SL1-1
Chr3,11185375,11189105,-,KY21.Chr3.1703.v1.ND1-1
Chr3,11189106,11191067,-,KY21.Chr3.1704.v1.nonSL2-1
Chr3,11189106,11191062,-,KY21.Chr3.1704.v1.SL1-1
Chr3,11191472,11198470,+,KY21.Chr3.1705.v1.ND1-1
Chr3,11191802,11198470,+,KY21.Chr3.1705.v2.SL2-1
Chr3,11199074,11204310,+,KY21.Chr3.1706.v1.SL1-1
Chr3,11204658,11206039,+,KY21.Chr3.1707.v1.ND1-1
Chr3,11206198,11206677,+,KY21.Chr3.1708.v1.ND1-1
Chr3,11207006,11208624,+,KY21.Chr3.1709.v1.ND1-1
Chr3,11209013,11209879,-,KY21.Chr3.1710.v1.ND1-1
Chr3,11210100,11210683,+,KY21.Chr3.1711.v1.SL1-1
Chr3,11210122,11210683,+,KY21.Chr3.1711.v1.nonSL7-1
Chr3,11210124,11210683,+,KY21.Chr3.1711.v1.nonSL6-1
Chr3,11210143,11210683,+,KY21.Chr3.1711.v1.nonSL2-1
Chr3,11210144,11210683,+,KY21.Chr3.1711.v1.nonSL9-1
Chr3,11210145,11210683,+,KY21.Chr3.1711.v1.nonSL8-1
Chr3,11210146,11210683,+,KY21.Chr3.1711.v1.nonSL5-1
Chr3,11210153,11210683,+,KY21.Chr3.1711.v1.nonSL11-1
Chr3,11210158,11210683,+,KY21.Chr3.1711.v1.nonSL3-1
Chr3,11210174,11210683,+,KY21.Chr3.1711.v1.nonSL4-1
Chr3,11210182,11210683,+,KY21.Chr3.1711.v1.nonSL10-1
Chr3,11210684,11213136,+,KY21.Chr3.1712.v1.SL1-1
Chr3,11213137,11219349,+,KY21.Chr3.1713.v1.SL1-1
Chr3,11213137,11219349,+,KY21.Chr3.1713.v3.SL1-1
Chr3,11213137,11219349,+,KY21.Chr3.1713.v4.SL1-1
Chr3,11213137,11216564,+,KY21.Chr3.1713.v2.SL1-2
Chr3,11213144,11219349,+,KY21.Chr3.1713.v1.nonSL3-1
Chr3,11213144,11219349,+,KY21.Chr3.1713.v3.nonSL3-1
Chr3,11213144,11219349,+,KY21.Chr3.1713.v4.nonSL3-1
Chr3,11213144,11216564,+,KY21.Chr3.1713.v2.nonSL3-2
Chr3,11213174,11219349,+,KY21.Chr3.1713.v1.nonSL2-1
Chr3,11213174,11219349,+,KY21.Chr3.1713.v3.nonSL2-1
Chr3,11213174,11219349,+,KY21.Chr3.1713.v4.nonSL2-1
Chr3,11213174,11216564,+,KY21.Chr3.1713.v2.nonSL2-2
Chr4,2340320,2352146,-,KY21.Chr4.338.v1.SL1-1
Chr4,2345875,2346208,+,KY21.Chr4.339.v1.ND1-1
Chr4,2354321,2371425,-,KY21.Chr4.340.v1.nonSL2-1
Chr4,2354321,2371423,-,KY21.Chr4.340.v1.nonSL3-1
Chr4,2354321,2371399,-,KY21.Chr4.340.v1.nonSL1-1
Chr4,2373323,2400498,-,KY21.Chr4.341.v1.SL1-1
Chr4,2402592,2407072,+,KY21.Chr4.342.v1.SL1-1
Chr4,2402594,2407072,+,KY21.Chr4.342.v1.SL2-1
Chr4,2406297,2414105,+,KY21.Chr4.343.v1.nonSL1-1
Chr4,2418682,2433225,-,KY21.Chr4.344.v1.nonSL1-1
Chr4,2421408,2433225,-,KY21.Chr4.345.v1.nonSL1-1
Chr4,2437485,2457753,-,KY21.Chr4.346.v1.SL1-1
Chr4,2437485,2450723,-,KY21.Chr4.346.v4.ND4-1
Chr4,2437485,2448557,-,KY21.Chr4.346.v3.SL3-1
Chr4,2437485,2441148,-,KY21.Chr4.346.v2.SL2-1
Chr4,2453895,2456250,-,KY21.Chr4.347.v1.ND1-1
Chr4,2460910,2461113,+,KY21.Chr4.348.v1.ND1-1
Chr4,2462433,2472664,-,KY21.Chr4.349.v1.ND1-1
Chr4,2473825,2477373,+,KY21.Chr4.350.v1.ND1-1
Chr4,2483061,2496643,+,KY21.Chr4.351.v1.ND1-1
Chr4,2497282,2505747,-,KY21.Chr4.352.v1.SL1-1
Chr4,2497282,2505706,-,KY21.Chr4.352.v1.nonSL2-1
Chr4,2506591,2506956,+,KY21.Chr4.353.v1.ND1-1
Chr4,2507177,2509434,+,KY21.Chr4.354.v1.nonSL3-1
Chr4,2507177,2509338,+,KY21.Chr4.354.v1.nonSL3-2
Chr4,2507214,2509434,+,KY21.Chr4.354.v1.SL1-1
Chr4,2507214,2509338,+,KY21.Chr4.354.v1.SL1-2
Chr4,2507222,2509434,+,KY21.Chr4.354.v1.nonSL4-1
Chr4,2507222,2509338,+,KY21.Chr4.354.v1.nonSL4-2
Chr4,2507232,2509434,+,KY21.Chr4.354.v1.SL2-1
Chr4,2507232,2509338,+,KY21.Chr4.354.v1.SL2-2
Chr4,2507272,2509434,+,KY21.Chr4.354.v1.nonSL5-1
Chr4,2507272,2509338,+,KY21.Chr4.354.v1.nonSL5-2
Chr4,2508568,2513065,-,KY21.Chr4.355.v1.ND1-1
Chr4,2508568,2512446,-,KY21.Chr4.355.v2.SL2-1
Chr4,2514311,2517526,-,KY21.Chr4.356.v1.SL3-1
Chr4,2514311,2517519,-,KY21.Chr4.356.v1.SL2-1
Chr4,2514311,2517483,-,KY21.Chr4.356.v1.SL1-1
Chr4,2519621,2522124,+,KY21.Chr4.357.v1.ND1-1
Chr4,2527557,2528562,+,KY21.Chr4.358.v1.SL1-1
Chr4,2527565,2528562,+,KY21.Chr4.358.v1.nonSL2-1
Chr4,2531661,2545723,-,KY21.Chr4.359.v1.SL1-1
Chr4,2531661,2545710,-,KY21.Chr4.359.v1.nonSL2-1
Chr4,2554371,2558659,+,KY21.Chr4.360.v1.SL1-1
Chr4,2555461,2558659,+,KY21.Chr4.360.v2.nonSL2-1
Chr4,2558925,2561672,-,KY21.Chr4.361.v1.SL2-1
Chr4,2558925,2561668,-,KY21.Chr4.361.v1.SL1-1
Chr4,2562839,2574525,-,KY21.Chr4.362.v2.nonSL11-1
Chr4,2562839,2574257,-,KY21.Chr4.362.v1.nonSL2-1
Chr4,2562839,2574248,-,KY21.Chr4.362.v1.nonSL9-1
Chr4,2562839,2574235,-,KY21.Chr4.362.v1.nonSL4-1
Chr4,2562839,2574223,-,KY21.Chr4.362.v1.nonSL10-1
Chr4,2562839,2574212,-,KY21.Chr4.362.v1.nonSL3-1
Chr4,2562839,2574211,-,KY21.Chr4.362.v1.nonSL8-1
Chr4,2562839,2574209,-,KY21.Chr4.362.v1.nonSL5-1
Chr4,2562839,2574192,-,KY21.Chr4.362.v1.nonSL6-1
Chr4,2562839,2574191,-,KY21.Chr4.362.v1.SL1-1
Chr4,2562839,2574180,-,KY21.Chr4.362.v1.nonSL7-1
Chr4,2574468,2577958,-,KY21.Chr4.363.v1.nonSL2-1
Chr4,2574468,2577944,-,KY21.Chr4.363.v1.nonSL1-1
Chr4,2578263,2580862,+,KY21.Chr4.364.v1.nonSL9-1
Chr4,2578279,2580862,+,KY21.Chr4.364.v1.nonSL8-1
Chr4,2578289,2580862,+,KY21.Chr4.364.v1.nonSL15-1
Chr4,2578314,2580862,+,KY21.Chr4.364.v1.nonSL13-1
Chr4,2578318,2580862,+,KY21.Chr4.364.v1.nonSL3-1
Chr4,2578319,2580862,+,KY21.Chr4.364.v1.nonSL12-1
Chr4,2578320,2580862,+,KY21.Chr4.364.v1.nonSL16-1
Chr4,2578321,2580862,+,KY21.Chr4.364.v1.nonSL14-1
Chr4,2578322,2580862,+,KY21.Chr4.364.v1.nonSL5-1
Chr4,2578330,2580862,+,KY21.Chr4.364.v1.nonSL11-1
Chr4,2578331,2580862,+,KY21.Chr4.364.v1.nonSL4-1
Chr4,2578332,2580862,+,KY21.Chr4.364.v1.nonSL7-1
Chr4,2578333,2580862,+,KY21.Chr4.364.v1.nonSL6-1
Chr4,2578363,2580862,+,KY21.Chr4.364.v1.nonSL2-1
Chr4,2578379,2580862,+,KY21.Chr4.364.v1.nonSL10-1
Chr4,2578403,2580862,+,KY21.Chr4.364.v1.SL1-1
Chr4,2581356,2582131,+,KY21.Chr4.365.v1.ND1-1
Chr4,2582132,2584263,+,KY21.Chr4.366.v1.SL1-1
Chr4,2582135,2584263,+,KY21.Chr4.366.v1.nonSL2-1
Chr4,2584168,2590694,-,KY21.Chr4.367.v1.nonSL2-1
Chr4,2584168,2590672,-,KY21.Chr4.367.v1.nonSL1-1
Chr4,2584646,2590694,-,KY21.Chr4.367.v2.nonSL2-2
Chr4,2584646,2590672,-,KY21.Chr4.367.v2.nonSL1-2
Chr4,2592314,2594245,+,KY21.Chr4.368.v1.ND1-1
Chr4,2597094,2599116,+,KY21.Chr4.369.v1.ND1-1
Chr4,2600024,2626828,+,KY21.Chr4.370.v1.SL1-1
Chr4,2600024,2626828,+,KY21.Chr4.370.v2.SL1-1
Chr4,2600024,2626828,+,KY21.Chr4.370.v3.SL1-1
Chr4,2600024,2626819,+,KY21.Chr4.370.v2.SL1-3
Chr4,2600024,2626816,+,KY21.Chr4.370.v2.SL1-2
Chr4,2626399,2629199,-,KY21.Chr4.371.v1.ND1-1
Chr4,2633178,2635632,+,KY21.Chr4.372.v1.ND1-1
Chr4,2635962,2644093,+,KY21.Chr4.373.v1.SL1-1
Chr4,2635962,2643894,+,KY21.Chr4.373.v1.SL1-2
Chr4,2643910,2644986,-,KY21.Chr4.374.v1.SL1-1
Chr4,2646830,2647653,+,KY21.Chr4.375.v1.SL2-1
Chr4,2646837,2647653,+,KY21.Chr4.375.v1.SL1-1
Chr4,2648043,2654750,+,KY21.Chr4.376.v1.nonSL2-1
Chr4,2648060,2654750,+,KY21.Chr4.376.v1.nonSL4-1
Chr4,2648070,2654750,+,KY21.Chr4.376.v1.nonSL1-1
Chr4,2648097,2654750,+,KY21.Chr4.376.v1.nonSL3-1
Chr4,2655205,2667181,+,KY21.Chr4.377.v2.SL1-2
Chr4,2655205,2659768,+,KY21.Chr4.377.v1.SL1-1
Chr4,2669276,2674109,+,KY21.Chr4.378.v1.SL1-1
Chr4,2676143,2677534,+,KY21.Chr4.379.v1.SL1-1
Chr4,2677786,2678820,+,KY21.Chr4.380.v1.ND1-1
Chr4,2678753,2679928,+,KY21.Chr4.381.v1.ND1-1
Chr4,2680343,2680898,+,KY21.Chr4.382.v1.ND1-1
Chr4,2680946,2683928,+,KY21.Chr4.383.v1.ND1-1
Chr4,2684487,2686492,+,KY21.Chr4.384.v2.nonSL2-1
Chr4,2685107,2686492,+,KY21.Chr4.384.v1.SL1-1
Chr4,2688958,2690730,+,KY21.Chr4.385.v1.SL1-1
Chr4,2693973,2698643,+,KY21.Chr4.386.v1.SL1-1
Chr4,2698394,2700836,-,KY21.Chr4.387.v1.ND1-1
Chr4,2701410,2703531,-,KY21.Chr4.388.v1.SL1-1
Chr4,2704001,2704376,+,KY21.Chr4.389.v1.ND1-1
Chr4,2705928,2707211,-,KY21.Chr4.390.v2.SL2-1
Chr4,2705928,2706815,-,KY21.Chr4.390.v1.SL1-1
Chr4,2708953,2715505,-,KY21.Chr4.391.v1.nonSL2-1
Chr4,2708953,2715500,-,KY21.Chr4.391.v1.SL1-1
Chr4,2715501,2720737,-,KY21.Chr4.392.v1.nonSL5-1
Chr4,2715501,2720731,-,KY21.Chr4.392.v1.nonSL6-1
Chr4,2715501,2720725,-,KY21.Chr4.392.v1.nonSL2-1
Chr4,2715501,2720717,-,KY21.Chr4.392.v1.nonSL4-1
Chr4,2715501,2720703,-,KY21.Chr4.392.v1.nonSL3-1
Chr4,2715501,2720680,-,KY21.Chr4.392.v1.SL1-1
Chr4,2726329,2728290,-,KY21.Chr4.393.v1.SL2-1
Chr4,2726329,2728287,-,KY21.Chr4.393.v1.SL1-1
Chr4,2728460,2730181,-,KY21.Chr4.394.v1.ND1-1
Chr4,2728463,2730181,-,KY21.Chr4.394.v1.ND1-2
Chr4,2732071,2732670,+,KY21.Chr4.395.v1.ND1-1
Chr4,2732355,2733452,-,KY21.Chr4.396.v1.ND1-1
Chr4,2733365,2745741,-,KY21.Chr4.397.v1.nonSL5-4
Chr4,2733365,2745738,-,KY21.Chr4.397.v1.nonSL2-4
Chr4,2733365,2745724,-,KY21.Chr4.397.v1.nonSL3-4
Chr4,2733365,2745723,-,KY21.Chr4.397.v1.SL1-4
Chr4,2733365,2745719,-,KY21.Chr4.397.v1.nonSL4-4
Chr4,2733565,2745741,-,KY21.Chr4.397.v1.nonSL5-1
Chr4,2733565,2745738,-,KY21.Chr4.397.v1.nonSL2-1
Chr4,2733565,2745724,-,KY21.Chr4.397.v1.nonSL3-1
Chr4,2733565,2745723,-,KY21.Chr4.397.v1.SL1-1
Chr4,2733565,2745719,-,KY21.Chr4.397.v1.nonSL4-1
Chr4,2733703,2745741,-,KY21.Chr4.397.v1.nonSL5-2
Chr4,2733703,2745738,-,KY21.Chr4.397.v1.nonSL2-2
Chr4,2733703,2745724,-,KY21.Chr4.397.v1.nonSL3-2
Chr4,2733703,2745723,-,KY21.Chr4.397.v1.SL1-2
Chr4,2733703,2745719,-,KY21.Chr4.397.v1.nonSL4-2
Chr4,2733721,2745741,-,KY21.Chr4.397.v1.nonSL5-3
Chr4,2733721,2745738,-,KY21.Chr4.397.v1.nonSL2-3
Chr4,2733721,2745724,-,KY21.Chr4.397.v1.nonSL3-3
Chr4,2733721,2745723,-,KY21.Chr4.397.v1.SL1-3
Chr4,2733721,2745719,-,KY21.Chr4.397.v1.nonSL4-3
Chr4,2738845,2740580,+,KY21.Chr4.398.v1.ND1-1
Chr4,2740581,2742627,+,KY21.Chr4.399.v1.SL1-1
Chr4,2746014,2752365,+,KY21.Chr4.400.v1.ND1-1
Chr4,2753397,2757154,+,KY21.Chr4.401.v1.ND1-1
Chr4,2757617,2759669,-,KY21.Chr4.402.v1.ND1-1
Chr4,2761273,2762941,+,KY21.Chr4.403.v2.ND2-2
Chr4,2761700,2762944,+,KY21.Chr4.403.v1.ND1-1
Chr4,2764653,2765614,+,KY21.Chr4.404.v1.SL2-1
Chr4,2764660,2765614,+,KY21.Chr4.404.v1.nonSL4-1
